id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
15714,6854.0,280.0,18.0,HV 71 Jr.,SWEDEN-JR.,1996-09-20,"Huddinge, Sweden",SWE,60234.0,2015-06-27,62,2015,29,Kevin,75.0,Stenlund,,58,28,8478831.0,Kevin Stenlund,C,N,,2,R,N,ANA-CBJ,CBJ,205.0
15715,6738.0,164.0,18.0,JYP 2,FINLAND-2,1997-01-14,"Jyväskylä, Finland",FIN,55496.0,2015-06-27,62,2015,24,Julius,73.0,Nattinen,,59,29,8478419.0,Julius Nattinen,C,N,,2,L,N,NYR-ANA,ANA,191.0
15716,6613.0,39.0,18.0,Farjestad,SWEDEN,1997-05-19,"Stockholm, Sweden",SWE,56582.0,2015-06-27,62,2015,20,Oliver,72.0,Kylington,,60,30,8478430.0,Oliver Kylington,D,N,,2,L,N,TBL-NYR-ARI-CGY,CGY,185.0
15717,6676.0,102.0,18.0,USA U-18,USHL,1997-03-17,"Freeport, NY  USA",USA,54645.0,2015-06-27,62,2015,10,Jeremy,69.0,Bracco,,61,31,8478404.0,Jeremy Bracco,RW,N,,2,R,N,CHI-PHI-TOR,TOR,173.0
15718,6797.0,223.0,18.0,AIK,SWEDEN-2,1996-11-16,"Stockholm, Sweden",SWE,55408.0,2015-06-27,62,2015,3,Robin,72.0,Kovacs,,62,1,8478418.0,Robin Kovacs,RW,N,,3,L,N,BUF-WSH-NYR,NYR,159.0
15719,6527.0,318.0,17.0,Sudbury,OHL,1997-08-13,"Mississauga, ON  CAN",CAN,59209.0,2015-06-27,62,2015,53,Kyle,73.0,Capobianco,,63,2,8478476.0,Kyle Capobianco,D,N,,3,L,N,ARI,ARI,178.0
15720,6648.0,74.0,18.0,Shawinigan,QMJHL,1997-04-14,"Portland, OR  USA",USA,58812.0,2015-06-27,62,2015,14,Dennis,73.0,Yan,,64,3,8478459.0,Dennis Yan,LW,N,,3,L,N,EDM-ANA-TBL,TBL,184.0
15721,6800.0,226.0,18.0,Lethbridge,WHL,1996-11-13,"Red Deer, AB  CAN",CAN,61275.0,2015-06-27,62,2015,10,Andrew,75.0,Nielsen,,65,4,8478518.0,Andrew Nielsen,D,N,,3,R,N,TOR,TOR,207.0
15722,6550.0,341.0,17.0,Acadie-Bathurst,QMJHL,1997-07-21,"Longueuil, QC  CAN",CAN,58976.0,2015-06-27,62,2015,23,Guillaume,73.0,Brisebois,,66,5,8478465.0,Guillaume Brisebois,D,N,,3,L,N,CAR-VAN,VAN,175.0
15723,6750.0,176.0,18.0,Sault Ste. Marie,OHL,1997-01-02,"Sault Ste. Marie, ON  CAN",CAN,59213.0,2015-06-27,62,2015,1,Blake,71.0,Speers,,67,6,8478480.0,Blake Speers,C,N,,3,R,N,NJD,NJD,181.0
15724,6658.0,84.0,18.0,Riga 2,RUSSIA-JR.,1997-04-04,"Ogre, Latvia",LVA,63739.0,2015-06-27,62,2015,10,Martins,71.0,Dzierkals,,68,7,8478832.0,Martins Dzierkals,LW,N,,3,L,N,PHI-CBJ-TOR,TOR,169.0
15725,6654.0,80.0,18.0,Seattle,WHL,1997-04-08,"Brandon, MB  CAN",CAN,57335.0,2015-06-27,62,2015,29,Keegan,73.0,Kolesar,,69,8,8478434.0,Keegan Kolesar,RW,N,,3,R,N,CBJ,CBJ,217.0
15726,6740.0,166.0,18.0,Brynas Jr.,SWEDEN-JR.,1997-01-12,"Gävle, Sweden",SWE,57291.0,2015-06-27,62,2015,4,Felix,74.0,Sandstrom,,70,9,8478433.0,Felix Sandstrom,G,N,,3,L,N,SJS-PHI,PHI,191.0
15727,6668.0,94.0,18.0,Rouyn-Noranda,QMJHL,1997-03-25,"Longueuil, QC  CAN",CAN,59041.0,2015-06-27,62,2015,21,J.C.,73.0,Beaudin,,71,10,8478833.0,J.C. Beaudin,C,N,,3,R,N,COL,COL,181.0
15728,6556.0,347.0,17.0,Oshawa,OHL,1997-07-15,"Etobicoke, ON  CAN",CAN,66234.0,2015-06-27,62,2015,14,Anthony,71.0,Cirelli,,72,11,8478519.0,Anthony Cirelli,C,N,,3,L,N,FLA-NYI-TBL,TBL,160.0
15729,6617.0,43.0,18.0,Green Bay,USHL,1997-05-15,"Rovaniemi, Finland",FIN,57500.0,2015-06-27,62,2015,17,Vili,69.0,Saarijarvi,,73,12,8478834.0,Vili Saarijarvi,D,N,,3,R,N,DAL-DET,DET,163.0
15730,6847.0,273.0,18.0,SKA St. Petersburg 2,RUSSIA-JR.,1996-09-27,"Langepas, Russia",RUS,59984.0,2015-06-27,62,2015,26,Alexander,76.0,Dergachyov,,74,13,8478494.0,Alexander Dergachyov,C,N,,3,L,N,LAK,LAK,200.0
15731,6520.0,311.0,17.0,Kladno,CZREP-2,1997-08-20,"Prague, Czech Republic",CZE,57499.0,2015-06-27,62,2015,6,Dan,77.0,Vladar,,75,14,8478435.0,Dan Vladar,G,N,,3,L,N,BOS,BOS,185.0
15732,6986.0,47.0,19.0,Portland,WHL,1996-05-11,"Comox, BC  CAN",CAN,60382.0,2015-06-27,62,2015,53,Adin,75.0,Hill,,76,15,8478499.0,Adin Hill,G,N,,3,L,N,CGY-ARI,ARI,198.0
15733,6814.0,240.0,18.0,Blainville-Boisbriand,QMJHL,1996-10-30,"Becancour, QC  CAN",CAN,59009.0,2015-06-27,62,2015,13,Sam,74.0,Montembeault,,77,16,8478470.0,Sam Montembeault,G,N,,3,L,N,PIT-FLA,FLA,173.0
15734,6571.0,362.0,17.0,Cedar Rapids,USHL,1997-06-30,"Norwood, MA  USA",USA,60275.0,2015-06-27,62,2015,52,Erik,71.0,Foley,,78,17,8478497.0,Erik Foley,LW,N,,3,L,N,WPG,WPG,185.0
15735,6700.0,126.0,18.0,Regina,WHL,1997-02-21,"Moscow, Russia",RUS,59935.0,2015-06-27,62,2015,3,Sergey,75.0,Zborovskiy,,79,18,8478835.0,Sergey Zborovskiy,D,N,,3,L,N,OTT-EDM-NYR,NYR,198.0
15736,6528.0,319.0,17.0,Green Bay,USHL,1997-08-12,"Seattle, WA  USA",USA,56487.0,2015-06-27,62,2015,24,Brent,73.0,Gates Jr.,,80,19,8478836.0,Brent Gates Jr.,C,N,,3,L,N,DET-CBJ-ANA,ANA,196.0
15737,6625.0,51.0,18.0,USA U-18,USHL,1997-05-07,"Carleton, MI  USA",USA,56501.0,2015-06-27,62,2015,53,Brendan,72.0,Warren,,81,20,8478429.0,Brendan Warren,LW,N,,3,L,N,MIN-ARI,ARI,191.0
15738,6710.0,136.0,18.0,Oshawa,OHL,1997-02-11,"London, ON  CAN",CAN,59216.0,2015-06-27,62,2015,2,Mitchell,70.0,Vande Sompel,,82,21,8478481.0,Mitchell Vande Sompel,D,N,,3,L,N,NYI,NYI,182.0
15739,6651.0,77.0,18.0,Brynas,SWEDEN,1997-04-11,"Gävle, Sweden",SWE,59708.0,2015-06-27,62,2015,53,Jens,72.0,Looke,,83,22,8478490.0,Jens Looke,RW,N,,3,R,N,WSH-CGY-ARI,ARI,180.0
15740,6648.0,74.0,18.0,Kamloops,WHL,1997-04-14,"Kamloops, BC  CAN",CAN,60272.0,2015-06-27,62,2015,24,Deven,71.0,Sideroff,,84,23,8478496.0,Deven Sideroff,RW,N,,3,R,N,VAN-ANA,ANA,171.0
15741,6634.0,60.0,18.0,Waterloo,USHL,1997-04-28,"St. Paul, MN  USA",USA,57922.0,2015-06-27,62,2015,18,Tommy,72.0,Novak,,85,24,8478438.0,Tommy Novak,C,N,,3,L,N,NSH,NSH,179.0
15742,6666.0,92.0,18.0,Lawrence Academy,HIGH-MA,1997-03-27,"Bedford, NH  USA",USA,65364.0,2015-06-27,62,2015,28,Mike,74.0,Robinson,,86,25,8478837.0,Mike Robinson,G,N,,3,L,N,STL-EDM-SJS,SJS,195.0
15743,7093.0,153.0,19.0,Djurgarden Jr.,SWEDEN-JR.,1996-01-25,"Stockholm, Sweden",SWE,57814.0,2015-06-27,62,2015,8,Lukas,74.0,Vejdemo,,87,26,8478838.0,Lukas Vejdemo,C,N,,3,L,N,MTL,MTL,194.0
15744,6818.0,244.0,18.0,Owen Sound,OHL,1996-10-26,"Thornhill, ON  CAN",CAN,54858.0,2015-06-27,62,2015,13,Thomas,75.0,Schemitsch,,88,27,8478405.0,Thomas Schemitsch,D,N,,3,R,N,ANA-FLA,FLA,205.0
15745,6745.0,171.0,18.0,Assat,FINLAND,1997-01-07,"Helsinki, Finland",FIN,57149.0,2015-06-27,62,2015,3,Aleksi,70.0,Saarela,,89,28,8478839.0,Aleksi Saarela,C,N,,3,L,N,NYR,NYR,198.0
15746,6608.0,34.0,18.0,Topeka,NAHL,1997-05-24,"Bratislava, Slovakia",SVK,59557.0,2015-06-27,62,2015,4,Matej,74.0,Tomek,,90,29,8478489.0,Matej Tomek,G,N,,3,L,N,TBL-PHI,PHI,180.0
15747,6814.0,240.0,18.0,Chicago,USHL,1996-10-30,"Buffalo, NY  USA",USA,61302.0,2015-06-27,62,2015,16,Dennis,74.0,Gilbert,,91,30,8478502.0,Dennis Gilbert,D,N,,3,L,N,CHI,CHI,201.0
15748,6764.0,190.0,18.0,Moorhead,HIGH-MN,1996-12-19,"Moorhead, MN  USA",USA,58371.0,2015-06-27,62,2015,7,Will,73.0,Borgen,,92,1,8478840.0,Will Borgen,D,N,,4,R,N,BUF,BUF,189.0
15749,6611.0,37.0,18.0,Quebec,QMJHL,1997-05-21,"Montreal, QC  CAN",CAN,59020.0,2015-06-27,62,2015,12,Callum,74.0,Booth,,93,2,8478473.0,Callum Booth,G,N,,4,L,N,ARI-WSH-CAR,CAR,199.0
15750,6667.0,93.0,18.0,Red Deer,WHL,1997-03-26,"Ottawa, ON  CAN",CAN,56001.0,2015-06-27,62,2015,19,Adam,74.0,Musil,,94,3,8478423.0,Adam Musil,C,N,,4,R,N,EDM-STL,STL,202.0
15751,6613.0,39.0,18.0,Modo Jr.,SWEDEN-JR.,1997-05-19,"Umea, Sweden",SWE,62882.0,2015-06-27,62,2015,10,Jesper,71.0,Lindgren,,95,4,8478505.0,Jesper Lindgren,D,N,,4,R,N,TOR,TOR,161.0
15752,6716.0,142.0,18.0,Chicoutimi,QMJHL,1997-02-05,"Amos, QC  CAN",CAN,58973.0,2015-06-27,62,2015,12,Nicolas,76.0,Roy,,96,5,8478462.0,Nicolas Roy,C,N,,4,R,N,CAR,CAR,195.0
15753,6629.0,55.0,18.0,Sault Ste. Marie,OHL,1997-05-03,"London, ON  CAN",CAN,59222.0,2015-06-27,62,2015,1,Colton,72.0,White,,97,6,8478841.0,Colton White,D,N,,4,L,N,NJD,NJD,182.0
15754,6652.0,78.0,18.0,Saint John,QMJHL,1997-04-10,"Montreal, QC  CAN",CAN,59016.0,2015-06-27,62,2015,4,Samuel,74.0,Dove-McFalls,,98,7,8478471.0,Samuel Dove-McFalls,LW,N,,4,L,N,PHI,PHI,207.0
15755,6578.0,4.0,18.0,Regina,WHL,1997-06-23,"Calgary, AB  CAN",CAN,57145.0,2015-06-27,62,2015,26,Austin,73.0,Wagner,,99,8,8478455.0,Austin Wagner,LW,N,,4,L,N,CBJ-PHI-LAK,LAK,178.0
15756,6763.0,189.0,18.0,Val d'Or,QMJHL,1996-12-20,"Trois-Rivieres, QC  CAN",CAN,55097.0,2015-06-27,62,2015,18,Anthony,69.0,Richard,,100,9,8478409.0,Anthony Richard,C,N,,4,L,N,SJS-NSH,NSH,163.0
15757,7638.0,333.0,20.0,Dynamo Moscow,RUSSIA,1994-07-29,"Moscow, Russia",RUS,52916.0,2015-06-27,62,2015,21,Andrei,74.0,Mironov,,101,10,8478842.0,Andrei Mironov,D,N,,4,L,N,COL,COL,194.0
15758,6734.0,160.0,18.0,Zurich,SWISS,1997-01-18,"Olten, Switzerland",CHE,58233.0,2015-06-27,62,2015,13,Denis,68.0,Malgin,,102,11,8478843.0,Denis Malgin,C,N,,4,R,N,FLA,FLA,163.0
15759,6849.0,275.0,18.0,London,OHL,1996-09-25,"St. Louis, MO  USA",USA,55165.0,2015-06-27,62,2015,25,Chris,79.0,Martenet,,103,12,8478411.0,Chris Martenet,D,N,,4,L,N,DAL,DAL,198.0
15760,6747.0,173.0,18.0,Ufa 2,RUSSIA-JR.,1997-01-05,"Ufa, Russia",RUS,63048.0,2015-06-27,62,2015,4,Mikhail,74.0,Vorobyev,,104,13,8478844.0,Mikhail Vorobyev,C,N,,4,L,N,LAK-PHI,PHI,194.0
15761,6584.0,10.0,18.0,Regina,WHL,1997-06-17,"Edmonton, AB  CAN",CAN,58621.0,2015-06-27,62,2015,6,Jesse,70.0,Gabrielle,,105,14,8478456.0,Jesse Gabrielle,LW,N,,4,L,N,BOS,BOS,205.0
15762,7281.0,341.0,19.0,Spokane,WHL,1995-07-21,"Burnaby, BC  CAN",CAN,56368.0,2015-06-27,62,2015,28,Adam,73.0,Helewka,,106,15,8478194.0,Adam Helewka,LW,N,,4,L,N,CGY-SJS,SJS,201.0
15763,7407.0,102.0,20.0,Muskegon,USHL,1995-03-17,"Quebec City, QC  CAN",CAN,26404.0,2015-06-27,62,2015,9,Christian,73.0,Wolanin,,107,16,8478846.0,Christian Wolanin,D,N,,4,L,N,PIT-TOR-EDM-OTT,OTT,185.0
15764,6653.0,79.0,18.0,Pardubice,Czech Republic,1997-04-09,"Marianske Lazne, Czech Republic",CZE,59536.0,2015-06-27,62,2015,52,Michael,71.0,Spacek,,108,17,8478487.0,Michael Spacek,RW,N,,4,R,N,WPG,WPG,187.0
15765,6589.0,15.0,18.0,HV 71 Jr.,SWEDEN-JR.,1997-06-12,"Jönköping, Sweden",SWE,57835.0,2015-06-27,62,2015,9,Filip,75.0,Ahl,,109,18,8478437.0,Filip Ahl,LW,N,,4,L,N,OTT,OTT,211.0
15766,6596.0,22.0,18.0,Linkoping U18,SWEDEN-JR. U18,1997-06-05,"Zug, Switzerland",CHE,62341.0,2015-06-27,62,2015,17,Joren,74.0,Van Pottelberghe,,110,19,8478847.0,Joren Van Pottelberghe,G,N,,4,L,N,DET,DET,187.0
15767,6746.0,172.0,18.0,Liberec Jr.,CZREP-JR.,1997-01-06,"Liberec, Czech Republic",CZE,57082.0,2015-06-27,62,2015,30,Ales,76.0,Stezka,,111,20,8478848.0,Ales Stezka,G,N,,4,L,N,MIN,MIN,190.0
15768,6516.0,307.0,17.0,Tri-City,WHL,1997-08-24,"Surrey, BC  CAN",CAN,56377.0,2015-06-27,62,2015,2,Parker,72.0,Wotherspoon,,112,21,8478450.0,Parker Wotherspoon,D,N,,4,L,N,NYI,NYI,171.0
15769,6748.0,174.0,18.0,Prince George,WHL,1997-01-04,"Prince George, BC  CAN",CAN,56012.0,2015-06-27,62,2015,3,Brad,71.0,Morrison,,113,22,8478849.0,Brad Morrison,C,N,,4,L,N,WSH-NYR,NYR,154.0
15770,6669.0,95.0,18.0,Omsk 2,RUSSIA-JR.,1997-03-24,"Omsk, Russia",RUS,59782.0,2015-06-27,62,2015,23,Dmitry,71.0,Zhukenov,,114,23,8478850.0,Dmitry Zhukenov,C,N,,4,R,N,VAN,VAN,169.0
15771,6836.0,262.0,18.0,Gatineau,QMJHL,1996-10-08,"Quebec City, QC  CAN",CAN,55087.0,2015-06-27,62,2015,18,Alexandre,71.0,Carrier,,115,24,8478851.0,Alexandre Carrier,D,N,,4,R,N,NSH,NSH,174.0
15772,6668.0,94.0,18.0,Swift Current,WHL,1997-03-25,"Richmond, BC  CAN",CAN,58529.0,2015-06-27,62,2015,19,Glenn,72.0,Gawdin,,116,25,8478446.0,Glenn Gawdin,C,N,,4,R,N,STL,STL,191.0
15773,6595.0,21.0,18.0,USA U-18,USHL,1997-06-06,"Arlington, TX  USA",USA,58588.0,2015-06-27,62,2015,22,Caleb,71.0,Jones,,117,26,8478452.0,Caleb Jones,D,N,,4,L,N,MTL-EDM,EDM,194.0
15774,6535.0,326.0,17.0,Kalpa,FINLAND,1997-08-05,"Ylivieska, Finland",FIN,55497.0,2015-06-27,62,2015,14,Jonne,70.0,Tammela,,118,27,8478852.0,Jonne Tammela,RW,N,,4,L,N,ANA-TBL,TBL,180.0
15775,7016.0,77.0,19.0,Djurgarden Jr.,SWEDEN-JR.,1996-04-11,"Stockholm, Sweden",SWE,63432.0,2015-06-27,62,2015,3,Daniel,75.0,Bernhardt,,119,28,8478853.0,Daniel Bernhardt,RW,N,,4,L,N,NYR,NYR,191.0
15776,6712.0,138.0,18.0,Saint John,QMJHL,1997-02-09,"Laval, QC  CAN",CAN,59019.0,2015-06-27,62,2015,14,Mathieu,72.0,Joseph,,120,29,8478472.0,Mathieu Joseph,RW,N,,4,R,N,TBL,TBL,166.0
15777,6710.0,136.0,18.0,Boston College H.S.,HIGH-MA,1997-02-11,"Milton, MA  USA",USA,64793.0,2015-06-27,62,2015,16,Ryan,72.0,Shea,,121,30,8478854.0,Ryan Shea,D,N,,4,L,N,CHI,CHI,175.0
15778,6750.0,176.0,18.0,Kelowna,WHL,1997-01-02,"Surrey, BC  CAN",CAN,66361.0,2015-06-27,62,2015,7,Devante,73.0,Stephens,,122,1,8478855.0,Devante Stephens,D,N,,5,L,N,BUF,BUF,171.0
15779,7047.0,108.0,19.0,Moncton,QMJHL,1996-03-11,"Scituate, MA  USA",USA,55167.0,2015-06-27,62,2015,53,Conor,68.0,Garland,,123,2,8478856.0,Conor Garland,RW,N,,5,R,N,ARI,ARI,163.0
15780,6575.0,1.0,18.0,Seattle,WHL,1997-06-26,"Regina, SK  CAN",CAN,58556.0,2015-06-27,62,2015,22,Ethan,71.0,Bear,,124,3,8478451.0,Ethan Bear,D,N,,5,R,N,EDM,EDM,200.0
15781,6843.0,269.0,18.0,Quebec,QMJHL,1996-10-01,"Kirovograd, Ukraine",UKR,56532.0,2015-06-27,62,2015,10,Dmytro,69.0,Timashov,,125,4,8478857.0,Dmytro Timashov,LW,N,,5,L,N,TOR,TOR,192.0
15782,6710.0,136.0,18.0,Noble & Greenough,HIGH-MA,1997-02-11,"Bellair, CA  USA",USA,62922.0,2015-06-27,62,2015,12,Luke,75.0,Stevens,,126,5,8478858.0,Luke Stevens,LW,N,,5,L,N,CAR,CAR,192.0
15783,7000.0,61.0,19.0,Kalpa Jr.,Finland Jr.,1996-04-27,"Finland, Finland",FIN,65150.0,2015-06-27,62,2015,19,Niko,76.0,Mikkola,,127,6,8478859.0,Niko Mikkola,D,N,,5,L,N,NJD-STL,STL,185.0
15784,6724.0,150.0,18.0,Chomutov,CZREP-2,1997-01-28,"Kadan, Czech Republic",CZE,57794.0,2015-06-27,62,2015,4,David,69.0,Kase,,128,7,8478436.0,David Kase,RW,N,,5,L,N,PHI,PHI,159.0
15785,6963.0,24.0,19.0,Prince George,WHL,1996-06-03,"Regina, SK  CAN",CAN,21330.0,2015-06-27,62,2015,29,Sam,75.0,Ruopp,,129,8,8478860.0,Sam Ruopp,D,N,,5,L,N,CBJ,CBJ,179.0
15786,6584.0,10.0,18.0,Riga 2,RUSSIA-JR.,1997-06-17,"Riga, Latvia",LVA,63738.0,2015-06-27,62,2015,28,Karlis,74.0,Cukste,,130,9,8478861.0,Karlis Cukste,D,N,,5,L,N,SJS,SJS,203.0
15787,6730.0,156.0,18.0,Medicine Hat,WHL,1997-01-22,"Vancouver, BC  CAN",CAN,56017.0,2015-06-27,62,2015,8,Matthew,71.0,Bradley,,131,10,8478862.0,Matthew Bradley,C,N,,5,R,N,COL-MTL,MTL,187.0
15788,6683.0,109.0,18.0,Culver Academy,HIGH-IN,1997-03-10,"Fort Wayne, IN  USA",USA,58765.0,2015-06-27,62,2015,13,Karch,70.0,Bachman,,132,11,8478457.0,Karch Bachman,LW,N,,5,L,N,FLA,FLA,175.0
15789,6609.0,35.0,18.0,Muskegon,USHL,1997-05-23,"Youngstown, NY  USA",USA,62777.0,2015-06-27,62,2015,25,Joseph,74.0,Cecconi,,133,12,8478863.0,Joseph Cecconi,D,N,,5,R,N,DAL,DAL,209.0
15790,7037.0,98.0,19.0,Sudbury,OHL,1996-03-21,"Dunnville, ON  CAN",CAN,54777.0,2015-06-27,62,2015,26,Matt,78.0,Schmalz,,134,13,8478150.0,Matt Schmalz,RW,N,,5,R,N,LAK,LAK,209.0
15791,6636.0,62.0,18.0,Novokuznetsk,RUSSIA,1997-04-26,"Novokuznetsk, Russia",RUS,60312.0,2015-06-27,62,2015,30,Kirill,69.0,Kaprizov,,135,14,8478864.0,Kirill Kaprizov,LW,N,,5,L,N,BOS-MIN,MIN,185.0
15792,6678.0,104.0,18.0,Calgary,WHL,1997-03-15,"Minsk, Belarus",BLR,60197.0,2015-06-27,62,2015,20,Pavel,74.0,Karnaukhov,,136,15,8478865.0,Pavel Karnaukhov,LW,N,,5,L,N,CGY,CGY,194.0
15793,7628.0,323.0,20.0,Plzen,Czech Republic,1994-08-08,"Prague, Czech Republic",CZE,47157.0,2015-06-27,62,2015,5,Dominik,71.0,Simon,,137,16,8478866.0,Dominik Simon,C,N,,5,L,N,PIT,PIT,176.0
15794,6865.0,291.0,18.0,Saint John,QMJHL,1996-09-09,"Summerside, PE  CAN",CAN,55670.0,2015-06-27,62,2015,12,Spencer,72.0,Smallman,,138,17,8478867.0,Spencer Smallman,RW,N,,5,R,N,WPG-CAR,CAR,184.0
15795,7025.0,86.0,19.0,Lulea Jr.,SWEDEN-JR.,1996-04-02,"Kosice, Slovakia",SVK,55340.0,2015-06-27,62,2015,9,Christian,75.0,Jaros,,139,18,8478868.0,Christian Jaros,D,N,,5,R,N,OTT,OTT,201.0
15796,6517.0,308.0,17.0,Youngstown,USHL,1997-08-23,"Cornwall, ON  CAN",CAN,59275.0,2015-06-27,62,2015,17,Chase,74.0,Pearson,,140,19,8478486.0,Chase Pearson,C,N,,5,L,N,DET,DET,189.0
15797,6585.0,11.0,18.0,Blues Jr.,Finland Jr.,1997-06-16,"Espoo, Finland",FIN,59626.0,2015-06-27,62,2015,29,Veeti,73.0,Vainio,,141,20,8478869.0,Veeti Vainio,D,N,,5,R,N,MIN-CBJ,CBJ,169.0
15798,6654.0,80.0,18.0,Stavanger,NORWAY,1997-04-08,"Latvia, Latvia",LVA,63294.0,2015-06-27,62,2015,28,Rudolfs,71.0,Balcers,,142,21,8478870.0,Rudolfs Balcers,LW,N,,5,L,N,NYI-SJS,SJS,165.0
15799,6748.0,174.0,18.0,Regina,WHL,1997-01-04,"Regina, SK  CAN",CAN,58591.0,2015-06-27,62,2015,15,Connor,72.0,Hobbs,,143,22,8478453.0,Connor Hobbs,D,N,,5,R,N,WSH,WSH,187.0
15800,6930.0,356.0,18.0,Sherbrooke,QMJHL,1996-07-06,"Boisbriand, QC  CAN",CAN,55091.0,2015-06-27,62,2015,23,Carl,73.0,Neill,,144,23,8478253.0,Carl Neill,D,N,,5,R,N,VAN,VAN,213.0
15801,6972.0,33.0,19.0,Pardubice Jr.,CZREP-JR.,1996-05-25,"Trebic, Czech Republic",CZE,55353.0,2015-06-27,62,2015,18,Karel,75.0,Vejmelka,,145,24,8478872.0,Karel Vejmelka,G,N,,5,R,N,NSH,NSH,202.0
15802,6694.0,120.0,18.0,USA U-18,USHL,1997-02-27,"Effingham, IL  USA",USA,58815.0,2015-06-27,62,2015,19,Luke,73.0,Opilka,,146,25,8478461.0,Luke Opilka,G,N,,5,L,N,STL,STL,192.0
15803,6834.0,260.0,18.0,Brandon,WHL,1996-10-10,"Prince Albert, SK  CAN",CAN,19629.0,2015-06-27,62,2015,2,Ryan,74.0,Pilon,,147,26,8478395.0,Ryan Pilon,D,N,,5,L,N,MTL-FLA-NYI,NYI,206.0
15804,6499.0,290.0,17.0,USA U-18,USHL,1997-09-10,"Denver, CO  USA",USA,57695.0,2015-06-27,62,2015,24,Troy,70.0,Terry,,148,27,8478873.0,Troy Terry,C/RW,N,,5,R,N,ANA,ANA,160.0
15805,6841.0,267.0,18.0,Cedar Rapids,USHL,1996-10-03,"Braintree, MA  USA",USA,58454.0,2015-06-27,62,2015,23,Adam,72.0,Gaudette,,149,28,8478874.0,Adam Gaudette,C,N,,5,R,N,NYR-VAN,VAN,170.0
15806,6570.0,361.0,17.0,Sioux City,USHL,1997-07-01,"Edina, MN  USA",USA,62783.0,2015-06-27,62,2015,14,Ryan,71.0,Zuhlsdorf,,150,29,8478875.0,Ryan Zuhlsdorf,D,N,,5,L,N,TBL,TBL,188.0
15807,6725.0,151.0,18.0,Kosice,SLOVAKIA,1997-01-27,"Trebisov, Slovakia",SVK,59572.0,2015-06-27,62,2015,16,Radovan,77.0,Bondra,,151,30,8478876.0,Radovan Bondra,RW,N,,5,L,N,CHI,CHI,220.0
15808,6718.0,144.0,18.0,Lethbridge,WHL,1997-02-03,"Edmonton, AB  CAN",CAN,56209.0,2015-06-27,62,2015,7,Giorgio,72.0,Estephan,,152,1,8478877.0,Giorgio Estephan,C,N,,6,R,N,BUF,BUF,188.0
15809,6576.0,2.0,18.0,Omaha,USHL,1997-06-25,"Anchorage, AK  USA",USA,58816.0,2015-06-27,62,2015,14,Kristian,74.0,Oldham,,153,2,8478878.0,Kristian Oldham,G,N,,6,L,N,ARI-TBL,TBL,203.0
15810,6611.0,37.0,18.0,South Shore,USPHL PRE.,1997-05-21,"Brockton, MA  USA",USA,62984.0,2015-06-27,62,2015,22,John,72.0,Marino,,154,3,8478507.0,John Marino,D,N,,6,R,N,EDM,EDM,171.0
15811,7092.0,152.0,19.0,Oshawa,OHL,1996-01-26,"Toronto, ON  CAN",CAN,54887.0,2015-06-27,62,2015,10,Stephen,75.0,Desrocher,,155,4,8478879.0,Stephen Desrocher,D,N,,6,L,N,TOR,TOR,198.0
15812,6731.0,157.0,18.0,Kimball Union Academy,HIGH-NH,1997-01-21,"Montreal, QC  CAN",CAN,64486.0,2015-06-27,62,2015,12,Jake,72.0,Massie,,156,5,8478880.0,Jake Massie,D,N,,6,L,N,CAR,CAR,172.0
15813,7059.0,119.0,19.0,Merrimack,H-EAST,1996-02-28,"London, ON  CAN",CAN,54931.0,2015-06-27,62,2015,1,Brett,68.0,Seney,,157,6,8478881.0,Brett Seney,LW,N,,6,L,N,NJD,NJD,156.0
15814,6763.0,189.0,18.0,Sioux Falls,USHL,1996-12-20,"Brighton, MI  USA",USA,58436.0,2015-06-27,62,2015,4,Cooper,72.0,Marody,,158,7,8478442.0,Cooper Marody,C,N,,6,R,N,PHI,PHI,173.0
15815,7158.0,218.0,19.0,Yaroslavl,RUSSIA,1995-11-21,"Yaroslavl, Russia",RUS,32449.0,2015-06-27,62,2015,29,Vladislav,74.0,Gavrikov,,159,8,8478882.0,Vladislav Gavrikov,D,N,,6,L,N,CBJ,CBJ,205.0
15816,6749.0,175.0,18.0,Wausau West,HIGH-WI,1997-01-03,"Wausau, WI  USA",USA,59458.0,2015-06-27,62,2015,28,Adam,77.0,Parsells,,160,9,8478883.0,Adam Parsells,D,N,,6,L,N,SJS,SJS,192.0
15817,7094.0,154.0,19.0,Drummondville,QMJHL,1996-01-24,"Khabarovsk, Russia",RUS,57534.0,2015-06-27,62,2015,21,Sergei,73.0,Boikov,,161,10,8478884.0,Sergei Boikov,D,N,,6,L,N,COL,COL,195.0
15818,6926.0,352.0,18.0,Tri-City,USHL,1996-07-10,"Omaha, NE  USA",USA,26158.0,2015-06-27,62,2015,13,Christopher,71.0,Wilkie,,162,11,8478885.0,Christopher Wilkie,RW,N,,6,R,N,FLA,FLA,199.0
